code_module,code_presentation,prediction_week,cutoff_day,module_presentation_length,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,registration_day,registered_after_start,registration_lead_days,late_registration_days,assessment_due_count,assessment_due_weight,assessment_submitted_due_count,assessment_late_count,assessment_missing_due_count,assessment_submission_rate,assessment_mean_score,vle_cum_total_clicks,vle_cum_interaction_rows,vle_last_active_day,vle_cum_active_days,vle_cum_unique_sites,vle_week_clicks_dataplus,vle_week_clicks_dualpane,vle_week_clicks_externalquiz,vle_week_clicks_folder,vle_week_clicks_forumng,vle_week_clicks_glossary,vle_week_clicks_homepage,vle_week_clicks_htmlactivity,vle_week_clicks_oucollaborate,vle_week_clicks_oucontent,vle_week_clicks_ouelluminate,vle_week_clicks_ouwiki,vle_week_clicks_page,vle_week_clicks_questionnaire,vle_week_clicks_quiz,vle_week_clicks_repeatactivity,vle_week_clicks_resource,vle_week_clicks_sharedsubpage,vle_week_clicks_subpage,vle_week_clicks_url,vle_has_record,imd_band_missing,date_registration_missing,current_total_clicks,current_interaction_rows,current_last_active_day,current_active_days,current_unique_sites,current_activity_type_count,current_forumng_clicks,current_oucontent_clicks,current_quiz_clicks,current_resource_clicks,pre_course_clicks,pre_course_interaction_rows,current_has_vle_record,observed_weeks,active_weeks,inactive_weeks,active_week_rate,cum_unique_site_week_count,cum_activity_type_week_count,cum_avg_clicks_per_active_day,cum_avg_clicks_per_site_week,previous_total_clicks,previous_active_days,previous_unique_sites,last_active_week,weeks_since_last_activity,current_no_activity,click_change,click_change_rate,active_days_change,unique_sites_change,cum_forumng_clicks,cum_forumng_share,cum_quiz_clicks,cum_quiz_share,cum_oucontent_clicks,cum_oucontent_share,cum_resource_clicks,cum_resource_share,current_other_clicks,cum_other_clicks,cum_other_share,log1p_cum_total_clicks,log1p_current_total_clicks,log1p_pre_course_clicks,assessment_due_cma_count,assessment_due_exam_count,assessment_due_tma_count,assessment_scored_due_count,assessment_missing_score_count,assessment_banked_due_count,assessment_nonbanked_submitted_count,weighted_score_sum,scored_weight_sum,assessment_submitted_cma_count,assessment_submitted_tma_count,assessment_submitted_exam_count,assessment_median_score,assessment_min_score,assessment_max_score,assessment_median_submission_gap,assessment_mean_submission_gap,assessment_missing_due_rate,assessment_late_rate,assessment_weighted_mean_score,any_known_submission_count,any_known_scored_count,any_known_score_missing_count,any_known_banked_count,any_known_mean_score,any_known_median_score
AAA,2013J,11,76.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,2.0,30.0,2.0,0.0,0.0,1.0,70.0,538.0,144.0,73.0,31.0,38.0,0.0,0.0,0.0,0.0,83.0,0.0,112.5,0.0,0.0,246.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,11.0,1.0,0.0,0.0,9.5,4.0,73.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,86.5,22.0,1.0,11.0,10.0,1.0,0.9090909090909092,77.5,38.0,18.222339675828046,6.880122950819672,14.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.18080720928003063,0.0,0.0,246.5,0.45699464729731387,2.0,0.00437556828151665,3.0,173.5,0.32383036365530893,6.289715570908998,2.3502401828962083,4.4714918329928235,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2050.0,30.0,0.0,2.0,0.0,70.0,66.0,74.0,0.0,0.0,0.0,0.0,69.0,2.0,2.0,0.0,0.0,70.0,70.0
AAA,2013J,12,83.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,2.0,30.0,2.0,0.0,0.0,1.0,70.0,544.0,150.0,77.0,32.0,41.0,0.0,0.0,0.0,0.0,86.5,0.0,113.5,0.0,0.0,246.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,11.0,1.0,0.0,0.0,1.0,1.0,77.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,86.5,22.0,1.0,12.0,11.0,1.0,0.9166666666666666,80.5,39.0,18.15686274509804,6.835714285714285,9.5,1.0,3.0,12.0,0.0,0.0,-1.0,-0.21685953711093375,0.0,-0.5,86.5,0.1793389654661331,0.0,0.0,246.5,0.45699464729731387,2.0,0.00437670291572685,1.0,175.5,0.32388602027156244,6.300784111300423,0.6931471805599453,4.4714918329928235,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2050.0,30.0,0.0,2.0,0.0,70.0,66.0,74.0,0.0,0.0,0.0,0.0,69.0,2.0,2.0,0.0,0.0,70.0,70.0
AAA,2013J,13,90.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,2.0,30.0,2.0,0.0,0.0,1.0,70.0,555.5,154.5,86.0,33.0,41.0,0.0,0.0,0.0,0.0,89.0,0.0,117.5,0.0,0.0,254.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,11.0,1.0,0.0,0.0,6.0,3.0,86.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,86.5,22.0,1.0,13.0,11.0,2.0,0.8461538461538461,85.0,42.0,17.74046511627907,6.701556101556101,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.1778735632183908,0.0,0.0,254.5,0.46076923076923076,2.0,0.00419868795132995,2.0,182.0,0.32414088387505113,6.321666767088933,1.9459101490553132,4.4714918329928235,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2050.0,30.0,0.0,2.0,0.0,70.0,66.0,74.0,0.0,0.0,0.0,0.0,69.0,2.0,2.0,0.0,0.0,70.0,70.0
AAA,2013J,14,97.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-63.5,-63.5,0.0,63.5,0.0,2.0,30.0,2.0,0.0,0.0,1.0,70.0,593.5,165.5,95.0,36.0,42.0,0.0,0.0,0.0,0.0,93.5,0.0,122.0,0.0,0.0,267.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,12.0,1.0,0.0,0.0,17.0,6.0,95.0,2.0,4.0,3.0,0.0,6.5,0.0,0.0,88.0,22.5,1.0,14.0,12.0,2.0,0.8571428571428571,90.5,45.0,17.56208791208791,6.638501742160279,6.0,1.0,2.0,14.0,0.0,0.0,3.0,0.0,1.0,1.0,93.5,0.1757641639499979,0.0,0.0,267.5,0.4545454545454545,3.0,0.00439132148887115,6.0,192.0,0.32480136998209286,6.387703385678365,2.8903717578961645,4.48863636973214,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2050.0,30.0,0.0,2.0,0.0,70.0,66.0,74.0,0.0,0.0,0.0,0.0,69.0,2.0,2.0,0.0,0.0,70.0,70.0
AAA,2013J,15,104.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-63.0,-63.0,0.0,63.0,0.0,2.0,30.0,2.0,0.0,0.0,1.0,70.0,632.0,173.0,102.0,38.0,42.0,0.0,0.0,0.0,0.0,93.0,0.0,131.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,41.0,12.0,1.0,0.0,0.0,22.0,8.0,102.0,2.0,5.0,3.0,0.0,8.0,0.0,0.0,88.0,22.0,1.0,15.0,13.0,2.0,0.8666666666666667,95.0,48.0,17.20689655172414,6.5,17.0,2.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.1705590941259731,0.0,0.0,285.0,0.4644067796610169,3.0,0.0047961630695443,6.0,199.0,0.3265306122448979,6.450470422144176,3.1354942159291497,4.48863636973214,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2050.0,30.0,0.0,2.0,0.0,70.0,66.0,74.0,0.0,0.0,0.0,0.0,69.16666666666666,2.0,2.0,0.0,0.0,70.0,70.0
AAA,2013J,16,111.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-63.0,-63.0,0.0,63.0,0.0,2.0,30.0,2.0,0.0,0.0,1.0,70.0,667.0,184.5,110.0,39.5,44.0,0.0,0.0,0.0,0.0,96.5,0.0,137.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,13.0,1.0,0.0,0.0,22.0,8.0,110.0,2.0,5.0,3.0,0.0,8.0,0.0,0.0,88.0,22.5,1.0,16.0,14.0,2.0,0.875,101.0,51.0,16.932692307692307,6.476375598086124,22.5,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0.16951746122274386,0.0,0.0,303.0,0.47295321637426896,3.0,0.0050192077586749505,7.5,204.0,0.32771951041514624,6.5042836914627005,3.1354942159291497,4.48863636973214,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2055.0,30.0,0.0,2.0,0.0,70.0,66.0,74.0,0.0,0.0,0.0,0.0,69.33333333333333,2.0,2.0,0.0,0.0,70.0,70.0
AAA,2013J,17,118.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-63.0,-63.0,0.0,63.0,0.0,3.0,50.0,3.0,0.0,0.0,1.0,70.0,687.0,197.0,117.0,43.0,44.5,0.0,0.0,0.0,0.0,100.0,0.0,146.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,14.0,1.0,0.0,0.0,36.0,13.0,117.0,3.0,8.0,4.0,0.0,12.0,0.0,0.0,88.0,23.0,1.0,17.0,15.0,2.0,0.8823529411764706,109.0,55.0,16.9672131147541,6.410256410256411,22.0,2.0,5.0,17.0,0.0,0.0,4.0,0.0,0.0,1.0,100.0,0.1647727272727272,0.0,0.0,319.0,0.4744611750811928,3.0,0.0051413881748071,13.0,224.0,0.3316953316953317,6.5337888379333435,3.610917912644224,4.48863636973214,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3330.0,50.0,0.0,3.0,0.0,70.5,65.0,76.0,0.0,0.0,0.0,0.0,70.0,3.0,3.0,0.0,0.0,70.0,70.5
AAA,2013J,18,125.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,3.0,50.0,3.0,0.0,0.0,1.0,70.66666666666667,709.0,202.0,124.0,46.0,49.0,0.0,0.0,0.0,0.0,100.0,0.0,153.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,47.0,15.0,1.0,0.0,0.0,20.0,7.0,124.0,2.0,5.0,3.0,0.0,7.0,0.0,0.0,88.0,22.0,1.0,18.0,16.0,2.0,0.8888888888888888,114.0,57.0,16.7027027027027,6.3768115942028984,36.0,3.0,8.0,18.0,0.0,0.0,-7.0,-0.3035714285714285,0.0,-2.0,100.0,0.1625,0.0,0.0,330.0,0.4743083003952569,3.0,0.0052631578947368,7.0,232.0,0.3316953316953317,6.565264970035361,3.044522437723423,4.48863636973214,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3470.0,50.0,0.0,3.0,0.0,71.0,65.0,76.0,0.0,0.0,0.0,0.0,70.4,3.0,3.0,0.0,0.0,70.66666666666667,71.0
AAA,2013J,19,132.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,3.0,50.0,3.0,0.0,0.0,1.0,70.33333333333333,747.0,214.0,130.0,48.0,53.0,0.0,0.0,0.0,0.0,106.0,0.0,168.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,51.0,15.0,1.0,0.0,0.0,15.0,6.0,130.0,2.0,4.0,3.0,0.0,6.0,0.0,0.0,88.0,23.0,1.0,19.0,17.0,2.0,0.8947368421052632,120.0,61.0,16.234567901234566,6.314814814814815,20.0,2.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.1606749816581071,0.0,0.0,344.0,0.4743083003952569,4.0,0.0052980132450331,6.0,247.0,0.3354037267080745,6.617402977974478,2.772588722239781,4.48863636973214,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3480.0,50.0,0.0,3.0,0.0,71.0,65.0,76.0,0.0,0.0,0.0,0.0,70.4,3.0,3.0,0.0,0.0,70.33333333333333,71.0
AAA,2013J,20,139.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,3.0,50.0,3.0,0.0,0.0,1.0,70.33333333333333,776.0,220.0,137.0,50.0,56.0,0.0,0.0,0.0,0.0,107.0,0.0,171.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,52.0,15.0,1.0,0.0,0.0,12.0,5.0,137.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,89.0,23.0,1.0,20.0,17.0,3.0,0.85,121.0,63.0,16.186666666666667,6.269230769230769,15.0,2.0,4.0,20.0,0.0,0.0,-1.0,-0.0300751879699248,0.0,0.0,107.0,0.1606749816581071,0.0,0.0,345.0,0.4708442123585726,4.0,0.0055096418732782,4.0,252.0,0.332675222112537,6.655440350367647,2.5649493574615367,4.499809670330265,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3490.0,50.0,0.0,3.0,0.0,71.0,65.0,76.0,0.0,0.0,0.0,0.0,70.4,3.0,3.0,0.0,0.0,70.33333333333333,71.0
AAA,2013J,21,146.0,268.0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,-64.0,-64.0,0.0,64.0,0.0,3.0,50.0,3.0,0.0,0.0,1.0,70.5,805.0,224.0,144.0,52.0,56.0,0.0,0.0,0.0,0.0,113.5,0.0,174.5,0.0,0.0,360.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,55.0,16.5,1.0,0.0,0.0,14.0,6.0,144.0,2.0,4.0,3.0,0.0,3.5,0.0,0.0,89.5,23.0,1.0,21.0,18.0,3.0,0.8571428571428571,124.0,66.0,16.05599547511312,6.211309523809524,12.5,2.0,3.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5,0.1602977993608361,0.0,0.0,360.5,0.46823103036975866,4.0,0.0055678122198655495,5.0,262.0,0.3331330128205128,6.692080663850031,2.70805020110221,4.505334588423557,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3495.0,50.0,0.0,3.0,0.0,71.5,65.0,76.0,0.0,0.0,0.0,0.0,70.4,3.0,3.0,0.0,0.0,70.5,71.5
