code_module,code_presentation,prediction_week,cutoff_day,module_presentation_length,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,registration_day,registered_after_start,registration_lead_days,late_registration_days,assessment_due_count,assessment_due_weight,assessment_submitted_due_count,assessment_late_count,assessment_missing_due_count,assessment_submission_rate,assessment_mean_score,vle_cum_total_clicks,vle_cum_interaction_rows,vle_last_active_day,vle_cum_active_days,vle_cum_unique_sites,vle_week_clicks_dataplus,vle_week_clicks_dualpane,vle_week_clicks_externalquiz,vle_week_clicks_folder,vle_week_clicks_forumng,vle_week_clicks_glossary,vle_week_clicks_homepage,vle_week_clicks_htmlactivity,vle_week_clicks_oucollaborate,vle_week_clicks_oucontent,vle_week_clicks_ouelluminate,vle_week_clicks_ouwiki,vle_week_clicks_page,vle_week_clicks_questionnaire,vle_week_clicks_quiz,vle_week_clicks_repeatactivity,vle_week_clicks_resource,vle_week_clicks_sharedsubpage,vle_week_clicks_subpage,vle_week_clicks_url,vle_has_record,imd_band_missing,date_registration_missing,current_total_clicks,current_interaction_rows,current_last_active_day,current_active_days,current_unique_sites,current_activity_type_count,current_forumng_clicks,current_oucontent_clicks,current_quiz_clicks,current_resource_clicks,pre_course_clicks,pre_course_interaction_rows,current_has_vle_record,observed_weeks,active_weeks,inactive_weeks,active_week_rate,cum_unique_site_week_count,cum_activity_type_week_count,cum_avg_clicks_per_active_day,cum_avg_clicks_per_site_week,previous_total_clicks,previous_active_days,previous_unique_sites,last_active_week,weeks_since_last_activity,current_no_activity,click_change,click_change_rate,active_days_change,unique_sites_change,cum_forumng_clicks,cum_forumng_share,cum_quiz_clicks,cum_quiz_share,cum_oucontent_clicks,cum_oucontent_share,cum_resource_clicks,cum_resource_share,current_other_clicks,cum_other_clicks,cum_other_share,log1p_cum_total_clicks,log1p_current_total_clicks,log1p_pre_course_clicks,assessment_due_cma_count,assessment_due_exam_count,assessment_due_tma_count,assessment_scored_due_count,assessment_missing_score_count,assessment_banked_due_count,assessment_nonbanked_submitted_count,weighted_score_sum,scored_weight_sum,assessment_submitted_cma_count,assessment_submitted_tma_count,assessment_submitted_exam_count,assessment_median_score,assessment_min_score,assessment_max_score,assessment_median_submission_gap,assessment_mean_submission_gap,assessment_missing_due_rate,assessment_late_rate,assessment_weighted_mean_score,any_known_submission_count,any_known_scored_count,any_known_score_missing_count,any_known_banked_count,any_known_mean_score,any_known_median_score
AAA,2014J,1,6.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-68.0,-68.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50.0,17.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0,17.0,5.0,3.0,9.0,4.0,8.0,16.0,0.0,0.0,94.0,27.0,1.0,1.0,1.0,0.0,1.0,9.0,4.0,17.5,5.833333333333333,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,3.0,9.0,8.0,0.1538461538461538,0.0,0.0,16.0,0.2840466926070039,0.0,0.0,15.0,15.0,0.2782608695652174,3.9318256327243257,3.9318256327243257,4.553876891600541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,
AAA,2014J,2,13.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0.0,60.0,N,-67.5,-67.5,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,,,107.5,34.5,12.0,6.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,22.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,51.5,17.5,12.0,3.0,9.0,4.0,7.0,24.0,0.0,0.0,94.0,26.5,1.0,2.0,2.0,0.0,1.0,17.0,9.0,20.22222222222222,6.510869565217391,49.0,3.0,8.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,19.0,0.1928193912885001,0.0,0.0,48.0,0.4352130865260438,0.0,0.0,15.0,30.5,0.2964371215321785,4.686739554676682,3.960767816066775,4.553876891600541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,
AAA,2014J,3,20.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.0,-67.0,0.0,67.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,72.0,211.0,60.0,19.0,10.0,19.0,0.0,0.0,0.0,0.0,32.0,0.0,38.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,0.0,0.0,79.0,24.0,19.0,4.0,10.0,5.0,10.0,35.0,0.0,0.0,94.0,27.0,1.0,3.0,3.0,0.0,1.0,28.0,13.0,21.55555555555556,7.315789473684211,51.0,3.0,9.0,3.0,0.0,0.0,17.0,0.048780487804878,0.0,2.0,32.0,0.1820083682008368,0.0,0.0,95.0,0.4586466165413533,1.0,0.0045766590389016,24.0,59.0,0.2985529322162985,5.356586274672012,4.382026634673881,4.553876891600541,0.0,0.0,1.0,1.0,0.0,0.0,1.0,660.0,10.0,0.0,1.0,0.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,72.0,1.0,1.0,0.0,0.0,72.0,72.0
AAA,2014J,4,27.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0.0,60.0,N,-67.0,-67.0,0.0,67.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,70.0,248.0,73.0,26.0,12.0,22.0,0.0,0.0,0.0,0.0,40.5,0.0,45.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5,3.0,1.0,0.0,0.0,34.0,11.0,26.0,3.0,6.0,4.0,1.0,16.5,0.0,0.0,94.0,27.0,1.0,4.0,4.0,0.0,1.0,34.0,16.0,21.208333333333336,7.290570175438597,79.0,4.0,10.0,4.0,0.0,0.0,-31.0,-0.514142215173143,-1.0,-4.0,40.5,0.1772264238308381,0.0,0.0,117.0,0.4607788296041308,1.0,0.0046403712296983,10.0,71.0,0.2950348822324629,5.517444832013615,3.555348061489413,4.553876891600541,0.0,0.0,1.0,1.0,0.0,0.0,1.0,680.0,10.0,0.0,1.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,0.0,0.0,70.0,70.0
AAA,2014J,5,34.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.0,-67.0,0.0,67.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,70.0,291.0,87.0,33.0,15.0,24.0,0.0,0.0,0.0,0.0,44.0,0.0,53.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,4.0,1.0,0.0,0.0,34.0,11.0,33.0,3.0,6.0,3.0,0.0,14.0,0.0,0.0,95.0,27.0,1.0,5.0,5.0,0.0,1.0,40.0,20.0,20.454545454545453,7.454545454545454,34.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.1774193548387097,0.0,0.0,143.0,0.4736842105263157,2.0,0.0043290043290043,9.0,80.0,0.2941370223978919,5.676753802268282,3.555348061489413,4.564348191467836,0.0,0.0,1.0,1.0,0.0,0.0,1.0,690.0,10.0,0.0,1.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,0.0,0.0,70.0,70.0
AAA,2014J,6,41.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.0,-67.0,0.0,67.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,70.0,317.0,98.0,40.0,17.0,26.0,0.0,0.0,0.0,0.0,47.0,0.0,57.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,4.0,1.0,0.0,0.0,25.5,9.5,40.0,2.0,5.0,3.0,0.0,13.0,0.0,0.0,94.5,27.0,1.0,6.0,6.0,0.0,1.0,45.5,23.0,19.76960784313725,7.314757481940145,33.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.1752695318269088,0.0,0.0,161.0,0.4711302964645019,2.0,0.0043961352657004,7.0,90.0,0.295982231375885,5.762006880977824,3.2769667020129054,4.559112541534189,0.0,0.0,1.0,1.0,0.0,0.0,1.0,690.0,10.0,0.0,1.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,0.0,0.0,70.0,70.0
AAA,2014J,7,48.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.0,-67.0,0.0,67.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,70.0,380.5,112.5,47.0,19.0,27.5,0.0,0.0,0.0,0.0,51.0,0.0,67.5,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,4.5,1.0,0.0,0.0,32.0,12.5,47.0,2.0,6.0,3.0,1.5,10.0,0.0,0.0,94.5,27.0,1.0,7.0,7.0,0.0,1.0,52.0,26.0,19.516666666666666,7.279089861751152,25.5,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.1747230932188527,0.0,0.0,184.0,0.4788282473314925,2.0,0.0043057100482017,10.0,100.5,0.2963483848492635,5.944089378835077,3.49650756146648,4.559112541534189,0.0,0.0,1.0,1.0,0.0,0.0,1.0,690.0,10.0,0.0,1.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,0.0,0.0,70.0,70.0
AAA,2014J,8,55.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.0,-67.0,0.0,67.0,0.0,2.0,30.0,2.0,0.0,0.0,1.0,69.0,419.0,130.0,54.0,22.0,28.0,0.0,0.0,0.0,0.0,61.5,0.0,79.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,5.5,1.0,0.0,0.0,41.0,15.0,54.0,3.0,8.0,4.0,2.0,13.0,0.0,0.0,94.0,27.0,1.0,8.0,8.0,0.0,1.0,59.0,29.5,18.763636363636365,7.075187969924812,32.0,2.0,6.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,61.5,0.1685393258426966,0.0,0.0,211.0,0.4757495590828923,2.0,0.0053204036477375,13.5,117.0,0.3033975091343053,6.040243373280385,3.737669618283368,4.553876891600541,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1695.0,30.0,0.0,2.0,0.0,69.0,67.0,73.0,0.0,0.0,0.0,0.0,69.16666666666666,2.0,2.0,0.0,0.0,69.0,69.0
AAA,2014J,9,62.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.5,-67.5,0.0,67.5,0.0,2.0,30.0,2.0,0.0,0.0,1.0,69.0,451.5,137.5,60.0,24.0,32.0,0.0,0.0,0.0,0.0,62.5,0.0,82.0,0.0,0.0,221.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,6.0,1.0,0.0,0.0,8.5,4.5,60.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,94.0,27.0,1.0,9.0,8.0,1.0,0.8888888888888888,62.5,32.0,18.104402515723272,7.00259659326963,41.0,3.0,8.0,9.0,0.0,0.0,-16.0,-0.5480030721966206,-1.0,-3.0,62.5,0.1609018567639257,0.0,0.0,221.5,0.4795100732600732,2.0,0.0054919919970239,3.0,121.5,0.3042630101346367,6.1147822687720135,2.2499048351651325,4.553876891600541,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1930.0,30.0,0.0,2.0,0.0,69.0,67.0,73.0,0.0,0.0,0.0,0.0,69.0,2.0,2.0,0.0,0.0,69.0,69.0
AAA,2014J,10,69.0,269.0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0.0,60.0,N,-67.5,-67.5,0.0,67.5,0.0,2.0,30.0,2.0,0.0,0.0,1.0,69.0,468.0,142.5,66.0,26.0,33.0,0.0,0.0,0.0,0.0,62.5,0.0,88.0,0.0,0.0,221.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.5,6.0,1.0,0.0,0.0,6.0,4.0,66.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,93.0,26.5,1.0,10.0,9.0,1.0,0.9,67.0,34.0,17.74003795066414,6.925005804504295,8.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.1569050026039273,0.0,0.0,221.5,0.4800570717473394,2.0,0.0054499554499554,3.0,129.0,0.3062857979744594,6.150602768446279,1.9459101490553128,4.543238192376899,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1970.0,30.0,0.0,2.0,0.0,69.0,67.0,73.0,0.0,0.0,0.0,0.0,69.0,2.0,2.0,0.0,0.0,69.0,69.0
BBB,2013B,1,6.0,240.0,F,London Region,Lower Than A Level,20-30%,0-35,0.0,60.0,N,-50.0,-50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,29.0,12.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,29.0,12.0,4.0,2.0,7.0,4.0,11.0,0.0,0.0,1.0,13.0,7.0,1.0,1.0,1.0,0.0,1.0,7.0,4.0,14.0,3.6547619047619047,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,2.0,7.0,11.0,0.3741666666666666,0.0,0.0,0.0,0.0,1.0,0.0181818181818181,11.0,11.0,0.3105778191985088,3.4011973816621555,3.4011973816621555,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,
